user_id,item_id,qty,price
1,12224,1,1182.83
1,14816,1,688.44
1,17872,1,701.75
1,23481,1,1937.18
2,1197,2,968.46
2,1889,1,708
2,4516,1,633.81
2,4777,1,1134.87
2,5006,1,783.36
2,6993,1,770.33
2,8655,2,937.64
2,8930,1,604.63
2,9732,1,679.83
2,9755,1,488.33
2,14338,1,507.04
2,17423,1,904.58
2,18505,1,1067.8
2,19613,1,771.1
2,19724,1,1079.3
2,20371,1,649.77
2,20520,1,952.47
2,22310,1,844.5
2,22435,1,704.8
2,24174,1,699.11
2,24521,1,770.81
2,25469,1,884.27
3,536,1,946.43
3,3328,1,643.92
3,3450,1,1011.9
3,3854,1,473.45
3,5299,1,808.57
3,6993,1,770.33
3,8159,1,297.6
3,8243,1,600.83
3,10943,1,787.13
3,11147,1,395.1
3,11468,1,394.87
3,13104,1,456.11
3,13690,2,382.12
3,17481,1,571.43
3,18286,1,340.86
3,19860,1,610.86
3,19959,2,375.12
3,21051,1,1139.82
3,21141,1,1007.42
3,21371,1,785.35
3,23956,2,572.61
3,24727,1,450.78
3,24729,1,783.19
3,25778,1,875.91
3,26050,1,334.36
3,26720,1,733.33
4,4802,1,772.14
4,5602,1,505.72
4,9192,1,472.65
4,12406,1,900.15
4,15231,1,608.72
4,15911,1,430.56
4,20223,1,363.56
4,20829,1,654.01
4,23690,1,622.43
4,25447,1,431.33
4,25594,1,495.21
5,285,1,1072.76
5,5270,1,985.8
5,6366,1,1012.74
5,12380,1,789.66
5,12381,1,821.43
5,12760,1,950.15
5,17696,1,735.13
5,18250,1,511.98
5,18978,1,589.97
5,19592,1,784.06
5,19955,1,422.55
5,21290,1,827.64
5,24402,1,583.28
5,24409,2,1417.75
5,25181,1,587.21
6,1069,1,617.52
6,1599,1,654.33
6,2734,1,467.14
6,6993,1,770.33
6,15091,1,830.75
6,17174,1,1348.16
6,21077,1,795.43
6,21200,1,607.41
6,24879,1,974.57
6,25611,1,681.5
6,25716,1,1423.91
8,3783,1,796.89
8,4813,1,1020.58
8,7337,1,516.28
8,11999,1,619.85
8,13091,1,644.11
8,20732,1,594.33
8,23037,1,957.18
8,24445,1,723.26
8,25519,2,397.52
9,1116,1,738.01
9,8818,1,878.86
9,10258,2,585.91
9,16750,1,613.8
9,17684,1,856.13
9,18878,1,425.4
9,20036,1,749.44
9,22771,1,1222.52
9,23965,1,530.08
9,24463,1,444.24
9,25844,1,472.23
10,11456,1,442.52
10,15617,1,745.8
10,22122,1,881.03
10,26172,1,992.95
10,27294,1,932.68
11,250,1,687.42
11,2846,1,369.55
11,3920,1,712.93
11,4865,1,708.21
11,5980,1,373.05
11,12731,1,943.31
11,14005,1,528.12
11,18594,1,878.84
11,19006,1,590.9
11,22927,1,647.64
11,25574,1,442.59
11,25901,1,769.94
12,1127,1,893.75
12,3326,1,522.92
12,4747,1,638.05
12,6539,1,775.39
12,8201,1,305.57
12,9559,1,318.04
12,10309,1,485.33
12,10636,1,580.14
12,13091,1,644.11
12,13271,2,469.76
12,15616,1,461.77
12,16422,1,390.15
12,18342,1,313.23
12,18830,1,504.54
12,19725,1,830.7
12,20072,1,699.4
12,20078,1,584.51
12,20390,1,689.99
12,20907,1,818.64
12,21041,1,1050.24
12,22792,1,569.31
12,22830,1,464.74
12,23642,1,521.46
12,24029,1,458.68
12,24956,1,429.36
12,25181,1,587.21
12,25870,1,367.45
12,25871,1,654.22
12,26475,1,562.16
12,27076,1,561.74
13,285,1,1072.76
13,888,1,975.15
13,3182,1,737.76
13,5511,1,411.76
13,5602,1,505.72
13,5706,1,911.05
13,12380,1,789.66
13,18522,1,954.78
13,25539,1,532.58
13,26444,1,727.83
15,2161,1,427.48
15,2479,1,840.6
15,3307,1,442.34
15,7032,1,646.35
15,9146,1,684.81
15,9464,1,400.66
15,11456,1,442.52
15,11890,1,553.85
15,13470,1,472.78
15,18190,1,595.52
15,23231,1,766.87
17,1229,1,544.01
18,738,1,970.22
18,3938,1,451.83
18,9787,1,1127.4
18,12254,1,681.97
18,17292,1,617.56
18,18262,1,800.9
18,19409,1,1228.25
18,20493,1,924.95
18,20734,1,889.9
19,6555,1,586.29
19,8806,1,538.23
19,9289,1,471.07
19,9404,1,419.06
19,9833,1,675.82
19,10557,1,653.46
19,14735,2,425.43
19,16221,1,520.08
19,16749,1,739.05
19,17667,1,395.61
19,18375,1,324.68
19,21088,1,689.36
19,23837,1,513.17
19,27575,1,1041.33
21,2945,1,668.05
21,5006,1,783.36
21,13690,1,382.12
21,18848,1,397.99
21,19725,1,830.7
21,20907,1,818.64
21,22432,1,458.81
21,23028,1,478.79
21,27800,1,722.11
22,5980,1,373.05
22,7392,1,550.2
22,11044,1,365.39
22,14102,1,577.8
22,14218,1,514.1
22,16267,1,547.58
22,20548,1,618.32
22,24956,1,429.36
22,24987,1,659.59
22,27800,1,722.11
23,1374,1,666.19
23,4943,1,943.57
23,14735,1,425.43
23,16213,1,603.78
23,23998,1,562.11
23,24860,1,409.75
24,44,2,740.04
24,284,1,815.35
24,434,1,612.46
24,511,1,1153.69
24,714,2,533.34
24,776,1,710.5
24,1360,1,780.05
24,2274,1,892.35
24,2734,1,467.14
24,3183,1,870.1
24,4747,2,638.05
24,4852,1,1376.89
24,5192,2,1242.85
24,5195,1,1348.69
24,5241,1,915.67
24,5740,1,870.3
24,5895,1,815.47
24,5897,1,743.32
24,5911,1,589.54
24,5912,1,632.05
24,5928,1,1014.67
24,6182,3,412.66
24,6360,1,639.51
24,6536,1,1028.84
24,6623,1,395.9
24,6671,2,973.9
24,7621,1,766.97
24,7785,1,788.86
24,7888,2,682.47
24,8785,1,587.42
24,9126,1,456.59
24,10312,3,314.14
24,10474,1,695.54
24,11468,1,394.87
24,11585,1,415.82
24,11826,1,941.58
24,12283,1,795.6
24,12590,1,754.8
24,13631,1,569.2
24,14455,1,664.36
24,15031,1,447.3
24,15088,2,764.95
24,15573,1,827.64
24,15617,1,745.8
24,16267,1,547.58
24,17334,1,524.85
24,17378,1,1062.89
24,17735,2,648.2
24,18703,1,856.19
24,19117,8,853.24
24,19675,4,736.85
24,19723,1,873.32
24,19887,1,452.81
24,20836,1,798.03
24,21043,1,724.68
24,21051,1,1139.82
24,22201,2,554.84
24,22244,1,600.52
24,22547,1,337.9
24,22830,2,464.74
24,23079,1,418.09
24,23380,1,885.95
24,23381,1,499.85
24,23690,1,622.43
24,23693,1,1176.62
24,23807,1,541.19
24,24860,1,409.75
24,25029,1,405.85
24,25293,1,636.83
24,25605,1,580.3
24,25715,1,887.34
24,25870,1,367.45
24,26647,3,960.45
24,27008,1,1022.1
24,27294,2,932.68
25,408,2,494.17
25,2068,1,588.92
25,5482,1,1153.99
25,14809,1,352.52
25,15160,1,651.91
26,11760,1,548.12
26,15328,1,625.41
26,26536,1,453.2
27,6700,1,1094.05
27,10897,1,694.84
27,11767,1,463.99
27,13631,1,569.2
28,116,1,840.77
28,957,1,831.65
28,1669,1,684
28,3051,1,609.38
28,4355,1,464.73
28,4856,1,1164.64
28,5487,1,849.16
28,5511,1,411.76
28,5706,1,911.05
28,6099,1,444.18
28,6700,1,1094.05
28,6993,1,770.33
28,7852,1,637.62
28,8181,1,827.54
28,8392,1,594.23
28,8400,1,626.95
28,8736,1,704.26
28,8811,1,1160.49
28,8818,1,878.86
28,8930,1,604.63
28,8980,1,759.03
28,9289,1,471.07
28,9312,1,528.5
28,9380,1,552.68
28,10447,1,645.29
28,11691,1,340.85
28,12323,1,1166.06
28,12380,1,789.66
28,14085,1,526.03
28,14449,1,670.48
28,14494,1,424.28
28,14628,1,472.56
28,14746,1,419.14
28,15564,1,426.78
28,16267,1,547.58
28,16780,1,1248.69
28,17173,1,552.97
28,17481,1,571.43
28,18082,1,458.94
28,18224,1,448.01
28,18276,1,454.95
28,18677,1,527.85
28,18788,1,808.27
28,19100,1,780.17
28,19589,1,749.84
28,19618,1,707.87
28,19640,1,686.35
28,19651,1,834.15
28,19675,2,736.85
28,20017,1,758.83
28,20757,1,594
28,20835,1,1212.78
28,20958,1,673.61
28,21145,1,769.39
28,21609,1,475.23
28,21787,1,309.45
28,22022,1,863.7
28,22122,2,881.03
28,22123,1,927.81
28,22904,1,642.12
28,22998,1,682.25
28,23028,1,478.79
28,23194,1,585.45
28,23201,1,540.8
28,24098,1,669.05
28,24496,1,1123.55
28,25029,1,405.85
28,25282,1,857.74
28,25488,1,396.07
28,25749,1,955.01
28,25852,1,588.79
28,27095,1,635.06
28,27479,1,824.92
28,27544,1,399.09
28,27710,1,748.59
29,112,1,678.25
29,734,1,552.11
29,1197,1,968.46
29,1413,1,444.37
29,1583,2,833.47
29,2233,1,753.47
29,3003,1,525.93
29,3331,2,650.24
29,3722,1,466.93
29,3727,1,468.68
29,4015,1,667.8
29,4222,1,640.89
29,4417,1,728.77
29,5299,1,808.57
29,5485,1,1415.22
29,5602,1,505.72
29,6196,1,476.99
29,6605,1,652.05
29,6700,1,1094.05
29,6880,1,626.45
29,7208,1,821.67
29,7998,1,716.52
29,9078,1,443.11
29,9106,2,400.99
29,9282,2,371.22
29,9289,1,471.07
29,9292,1,423.59
29,9448,1,741.87
29,9507,1,412.57
29,10027,1,652.75
29,10190,1,678.24
29,10447,1,645.29
29,12208,1,1028.75
29,12803,1,833.8
29,13067,1,444.83
29,15084,1,1059.76
29,15231,2,608.72
29,15564,1,426.78
29,15984,1,785.29
29,15991,1,715.71
29,16221,1,520.08
29,17208,1,450.32
29,18511,1,667.05
29,18668,2,696.56
29,19100,1,780.17
29,19376,1,831.12
29,19537,1,883.09
29,19675,2,736.85
29,20786,1,1374.16
29,20835,1,1212.78
29,21145,1,769.39
29,21371,1,785.35
29,23350,1,430.65
29,23533,1,503.51
29,23807,1,541.19
29,24181,1,515.67
29,24369,1,722.57
29,24946,1,978.3
29,25029,1,405.85
29,25078,1,730.08
29,25181,1,587.21
29,25227,1,871.01
29,25539,2,532.58
29,27528,1,769.5
29,27753,1,514.14
29,27762,1,748.91
30,145,1,979.29
30,536,1,946.43
30,2284,1,704.78
30,3182,1,737.76
30,4115,1,551.97
30,4917,1,837.78
30,5222,2,1187.86
30,5299,1,808.57
30,5511,1,411.76
30,7223,1,625.65
30,8518,2,676.42
30,9106,1,400.99
30,9560,1,561.1
30,11767,1,463.99
30,12946,1,1046.06
30,14221,1,692.86
30,14735,1,425.43
30,16771,1,896.42
30,18645,1,565.64
30,18848,1,397.99
30,22122,1,881.03
30,23637,1,514.04
30,24322,1,668.51
30,25181,1,587.21
32,1968,1,413.78
32,16221,1,520.08
32,25789,1,501.74
33,2083,1,455.29
33,3181,1,569.36
33,6698,1,927
33,7565,1,686.84
33,14777,1,374.36
33,14814,1,588.3
33,19509,1,561.61
34,145,1,979.29
34,1515,1,881.52
34,3328,1,643.92
34,6880,1,626.45
34,8655,1,937.64
34,9655,1,641.47
34,18130,1,557.37
34,19168,1,1179.11
34,19376,1,831.12
34,19929,1,1020.01
35,4746,1,823.27
36,3900,1,393.68
36,6099,1,444.18
36,22232,1,525.01
37,6106,1,425.45
37,10312,1,314.14
37,15617,1,745.8
38,736,1,1158.18
38,4700,1,728.95
38,6651,1,834.92
38,7709,1,686.11
38,11999,1,619.85
38,15617,1,745.8
38,21371,1,785.35
38,21808,1,418.16
38,21809,1,732.77
38,22217,1,492.47
38,26949,1,642.7
39,12241,1,1168.31
40,493,1,665.71
40,1974,1,884.92
40,2053,1,579.38
40,2155,1,758.64
40,2284,1,704.78
40,2883,1,1330.12
40,3321,2,392.07
40,4031,1,733.69
40,4449,1,788.34
40,4702,1,809.1
40,4787,1,775.34
40,4852,1,1376.89
40,4857,1,953.3
40,5042,1,922.56
40,5237,3,795.17
40,5301,1,1140.72
40,5321,1,748.39
40,5511,1,411.76
40,5693,1,673.56
40,6106,1,425.45
40,6129,1,556.73
40,6890,1,836.29
40,6891,1,862.59
40,6997,1,1002.83
40,8115,1,835.08
40,8201,1,305.57
40,8795,1,904.38
40,8814,1,677.09
40,9462,1,729.77
40,9801,1,805.93
40,10138,1,835.95
40,10406,2,1002.47
40,10474,1,695.54
40,10621,1,397.79
40,10712,3,324.93
40,11038,1,519.95
40,11099,1,488.37
40,11385,1,452.27
40,12107,1,449.17
40,12702,1,719.31
40,12804,2,1049.04
40,12902,1,910.65
40,13068,1,300.43
40,13091,1,644.11
40,13552,1,458.24
40,13747,1,470.68
40,14265,1,1138.72
40,14338,1,507.04
40,15617,1,745.8
40,15683,1,906.71
40,15709,1,394.34
40,15748,1,383.67
40,16213,1,603.78
40,17211,1,495.81
40,17414,1,951.95
40,17505,1,623.42
40,17673,1,766.22
40,17878,1,716.17
40,17900,1,593.91
40,18389,1,436.43
40,18804,1,577.06
40,19015,1,950.98
40,19198,1,1146.21
40,19376,1,831.12
40,19619,1,1079.19
40,19663,1,870.05
40,19732,1,836.96
40,19793,1,739.63
40,19927,1,886.81
40,20359,1,490.49
40,20581,1,902.96
40,20734,1,889.9
40,22432,1,458.81
40,22535,1,747.73
40,23037,1,957.18
40,23380,2,885.95
40,24149,1,814.42
40,24435,1,850.98
40,25029,2,405.85
40,25180,1,513
40,26567,2,934.15
40,26579,1,885.43
40,27476,1,640.25
41,26269,1,804.99
42,8181,1,827.54
42,8392,1,594.23
42,9755,1,488.33
42,12469,1,1010.66
42,14649,1,792.83
42,15187,1,601.27
42,16299,1,999.94
42,18051,1,730.15
42,19675,1,736.85
42,19725,2,830.7
42,22792,1,569.31
42,22830,1,464.74
42,24178,1,735.98
42,26297,1,430.44
42,27359,1,413.53
43,929,1,628.4
43,5930,1,300.43
43,7241,1,671.57
43,8905,1,911.32
43,11826,1,941.58
43,13161,1,688.15
43,18328,1,731.26
43,20107,2,620.17
43,20240,1,510.28
43,20848,1,764.72
43,20925,1,734.27
43,20994,1,793.92
43,22904,1,642.12
43,23247,1,819.49
43,23798,1,493.74
43,25180,1,513
43,26567,1,934.15
44,3155,1,642.7
44,4813,1,1020.58
44,6891,1,862.59
44,10933,1,535
44,11356,1,952.75
44,15088,2,764.95
44,15363,1,460.16
44,15911,1,430.56
44,18325,1,490.34
44,18353,1,784.63
44,18668,1,696.56
44,18848,1,397.99
44,22464,1,590.47
44,23545,1,1080.63
44,23637,1,514.04
44,25202,1,577.22
44,25412,1,530.9
44,27359,1,413.53
45,4747,2,638.05
45,7396,1,426.91
45,18224,1,448.01
45,22918,1,472.22
45,27481,1,555.88
46,205,1,361.01
46,394,1,598.86
46,2068,1,588.92
46,2886,1,608.73
46,3888,1,464.5
46,5693,1,673.56
46,6623,1,395.9
46,9236,1,361.78
46,9272,1,850.14
46,10447,1,645.29
46,15508,1,590.98
46,16213,1,603.78
46,19190,1,565.54
47,2399,1,319.29
47,4783,1,680.72
47,6623,1,395.9
47,15738,1,693.38
47,17221,1,714.27
47,18711,1,466.95
47,19137,1,682.1
48,3888,1,464.5
48,4115,1,551.97
48,4496,1,762.27
48,7457,1,571.5
48,8991,1,360.62
48,9236,1,361.78
48,9272,1,850.14
48,9454,1,928.25
48,10447,1,645.29
48,15088,1,764.95
48,15569,1,882.1
48,20481,1,835.35
48,22830,1,464.74
48,25620,1,737.43
49,1851,1,337.63
49,9732,1,679.83
49,16069,1,616
49,18013,1,457.07
50,1187,1,555.55
50,3537,1,1264.43
50,6106,1,425.45
50,11897,1,725.1
50,14798,1,447.4
50,21913,1,515.22
50,25729,1,660.56
50,27929,2,501.33
51,8518,1,676.42
51,9454,1,928.25
51,12107,1,449.17
51,12950,2,862.56
51,12973,1,807.7
51,13219,1,755.75
51,18668,1,696.56
51,19675,1,736.85
51,20066,1,553.17
51,24369,1,722.57
52,534,1,611.11
52,9132,1,682.93
52,10312,1,314.14
52,13378,1,624.16
52,14294,1,749.7
52,15363,1,460.16
52,17451,1,741.61
52,25620,1,737.43
52,27359,1,413.53
53,6222,1,334.95
53,10543,1,475.16
53,12382,1,902.6
53,20880,1,1041.16
54,2406,2,693.63
54,12427,1,743.42
54,15046,1,496.37
54,16270,1,759.05
54,19131,1,462.02
54,19793,1,739.63
54,19862,1,1090.14
54,26868,1,429.37
56,8287,1,834.43
56,14370,1,1176.96
56,19355,1,1124.95
56,25078,1,730.08
57,4573,1,536.37
57,7457,1,571.5
57,10636,1,580.14
57,15187,1,601.27
57,21578,1,434
